[08:49:08] 🔄 Found 2 ports
[08:50:22] 🔌 Connected to COM4
[08:50:22] 📥 RESPONSE: Failsafe triggered
[08:50:22] 📢 EVENT: ✅ Failsafe cleared after heartbeat recovery
[08:50:22] 📥 RESPONSE: heartbeat_ack
[08:50:23] 🔄 Syncing...
[08:50:24] 📥 RESPONSE: heartbeat_ack
[08:50:26] 📥 RESPONSE: heartbeat_ack
[08:50:28] 📥 RESPONSE: heartbeat_ack
[08:50:30] 📥 RESPONSE: heartbeat_ack
[08:50:32] 📥 RESPONSE: heartbeat_ack
[08:50:34] 🐞 Debug telemetry enabled
[08:50:34] 📢 EVENT: 🐞 Debug telemetry enabled via GUI
[08:50:34] 📥 RESPONSE: Debug level updated
[08:50:34] 📥 RESPONSE: heartbeat_ack
[08:50:36] 📥 RESPONSE: heartbeat_ack
[08:50:38] 📥 RESPONSE: heartbeat_ack
[08:50:40] 📥 RESPONSE: heartbeat_ack
[08:50:42] 📥 RESPONSE: heartbeat_ack
[08:50:44] 📥 RESPONSE: heartbeat_ack
[08:50:46] 📥 RESPONSE: heartbeat_ack
[08:50:48] 📥 RESPONSE: heartbeat_ack
[08:50:50] 📥 RESPONSE: heartbeat_ack
[08:50:52] 📥 RESPONSE: heartbeat_ack
[08:50:54] 📥 RESPONSE: heartbeat_ack
[08:50:56] 📥 RESPONSE: heartbeat_ack
[08:50:58] 📥 RESPONSE: heartbeat_ack
[08:51:00] 📥 RESPONSE: heartbeat_ack
[08:51:02] ✅ Target set: 19.00°C
[08:51:02] 📥 RESPONSE: Target temperature updated
[08:51:02] 📥 RESPONSE: heartbeat_ack
[08:51:04] 📥 RESPONSE: heartbeat_ack
[08:51:05] 📡 Sent: pid = start
[08:51:05] 📢 EVENT: 🚀 Asymmetric PID started
[08:51:05] 📥 RESPONSE: PID started
[08:51:05] 📢 EVENT: ❄️ Switched to cooling mode
[08:51:05] 📢 EVENT: [PID DEBUG] after_pid_compute | mode=cooling | command=-20.00 | raw=-20.00 | final=-20.00
[08:51:06] 📢 EVENT: [PID DEBUG] before_safety_constraints | mode=cooling | command=-20.00 | raw=-20.00 | final=-20.00
[08:51:06] 📢 EVENT: [PID DEBUG] after_safety_constraints | mode=cooling | command=-20.00 | raw=-9.89 | final=-9.89
[08:51:06] 📢 EVENT: [PID DEBUG] before_rate_limit | mode=cooling | command=-20.00 | raw=-9.89 | final=-9.89
[08:51:06] 📢 EVENT: [PID DEBUG] after_rate_limit | mode=cooling | command=-20.00 | raw=-9.89 | final=-9.89
[08:51:06] 📢 EVENT: [PID DEBUG] before_output_smoothing | mode=cooling | command=-20.00 | raw=-9.89 | final=-9.89
[08:51:06] 📢 EVENT: [PID DEBUG] after_output_smoothing | mode=cooling | command=-20.00 | raw=-9.89 | final=-1.98
[08:51:06] 📢 EVENT: [PID DEBUG] after_pid_compute | mode=cooling | command=-20.00 | raw=-20.00 | final=-20.00
[08:51:06] 📢 EVENT: [PID DEBUG] before_safety_constraints | mode=cooling | command=-20.00 | raw=-20.00 | final=-20.00
[08:51:06] 📢 EVENT: [PID DEBUG] after_safety_constraints | mode=cooling | command=-20.00 | raw=-9.73 | final=-9.73
[08:51:06] 📢 EVENT: [PID DEBUG] before_rate_limit | mode=cooling | command=-20.00 | raw=-9.73 | final=-9.73
[08:51:06] 📢 EVENT: [PID DEBUG] after_rate_limit | mode=cooling | command=-20.00 | raw=-9.73 | final=-9.73
[08:51:06] 📢 EVENT: [PID DEBUG] before_output_smoothing | mode=cooling | command=-20.00 | raw=-9.73 | final=-9.73
[08:51:06] 📢 EVENT: [PID DEBUG] after_output_smoothing | mode=cooling | command=-20.00 | raw=-9.73 | final=-3.53
[08:51:06] 📢 EVENT: [PID DEBUG] after_pid_compute | mode=cooling | command=-1.72 | raw=-1.72 | final=-1.72
[08:51:06] 📢 EVENT: [PID DEBUG] before_safety_constraints | mode=cooling | command=-1.72 | raw=-1.72 | final=-1.72
